text,label
ada bantu proses jg mudah cepat,1
alhamdulillah buat akte lahir cepat kk langsung siupdate sama dukcapil,1
semua mudah ribet,1
mantap proses aju buat akte lahir anak hari jam tengah malem aju sore langsung email tinggal cetak mantapppp,1
satu kali aju kali aju tiga kali stack silah tunggu masuk daftar antri penasaran ganti hp data foto langsung kamera alhasil mandek paksa diunintall,0
guna mudah,1
mudah masyrakat tp klo cetak sedia jg tiap lurah biar lbh mudah dekat,1
mudah an semua fasilitas sdh tinggal upload lalu terbit via cetak layan dekat,1
sangatt mudah kk akte kia hari lgsg jd,1
masa hp buka akun kan work jd sulit buat bantu tetangga yg hp,0
bantu bagus lgi fitur chat jdi mudah buat tanya,1
bantu urus dokumen duduk,1
layan identitas anak baik bikin hari jumat tgl maret hari senin tgl maret ambil layan pindah datang beres hampir minggu lebih good,1
bantu sekali proses adminitrasi duduk pokonamah mantaf,1
bantu proses urus administrasi duduk makin mudah cepat,1
busuk daftar login,0
daftar data blm login lebih,1
mudah buat akta lahir anak,1
onlinenya bantu proses cepat,1
banyak eror ngulang ngetik ampe balik klo tiap ngetik save format isi jd usah ngetik ulang klo eror,0
sangan guna,1
cepat tepat ramah,1
bantu sedang ada luar kota ubah data tambah anggota baru keluarga kk anak baru lahir,1
apk manfaat mudah bua akte anak,1
aju kia cepat,1
mudah buat daftar online,1
daftar login daftar nik daftar login nik email cocok sampah programmer magang stress gaji bayar mending bantuin emak lu ngepelin rumah orang,0
tanya bikin akte mati yg tinggal tangerang buat salam bandung tunggu blsannya,1
jelek responsive susah ubah data,0
keren warga kota bandung wajib install aju mohon online,1
layan ramah cepat,1
muas cepat layan,1
dipake buat pindah luar provinsi via wa respon jg via email malah suruh dukcapil kota asal sdgkan posisi luar provinsi asal gimana solusi malah ribet,0
mantap mudah,1
bantu yg warga bandung yg ada luar kota ada usah repot simple cepat,1
satu perangkat cuma daftar login akun bisa store akses lewat website,0
bantu sekali tinggal download isi data klo dah brs tinggal ambil disduk capil dekat,1
kapan layan ktp digital,1
mudah urus data rumah perlu antri proses cepat,1
buat ktp el online knpa buka baik,0
disdukcapil kota bandung,1
senang guna proses cepat,1
modern maju,1
keren perlu datang langsung proses,1
kerenn gercep kerja,1
bantu perlu jauh kantor dukcapil yg sedang ada luar jawa barat,1
cepat tepat,1
mudah urus duduk bantu,1
panjang skts allhamdulilah lancar,1
bantu buat akta lahir lain,1
layan akte mati mudah offline banding online info kurang lengkap syarat cepat sampai moga depan baik,1
login hasil kata silah login guna nik sebut saaat pasu nik malah,0
mudah buat akte lahir anak,1
bantu manfaat sekali,1
pindah ktp kk surat mohon pindah mudah yg sdh dtempat tuju,1
ngebantu fast respon,1
makin mudah bikin dokumen,1
sip mantap,1
log in pke kk yg sblmnya tp ttp gbsa aneh,0
bantu sekali aju ganti ktp kurang baik moga laku online,1
buat buat skpwni selesai kurun waktu hari,1
mantap keren habis aplikasi,1
cepat aman mudah aplikasiya trrbantu sekali,1
bantu sekaliiiiii smga cepat prosesnyaaa,1
proses cepat ribet,1
alhamdulillah mudah kerja,1
mudah malah sulit layan lamban buruk kelas kota bandung jauh layan gerak cepat kbb garut purwakarta urus dokumen kk ktp kia akte yg cuma proses menit datang selesai berkas langsung bawa layan disdukcapil baik online offline buruk sekali,0
mantap apk bikin mudah sesimple mantap tingkat tahan yg ribu bintang yg pilih jozzz,1
proses cepat,1
memvantu sekali cukup mudah erti makasih sdh bantu masyarakat bandung umum,1
ktp klik tanda seru,0
yg canggih bantu proses urus dokumen duduk,1
layan bagus mantap,1
gampang mudah cepat,1
mantaaap buat akte lahir proses cepat mudah hatur nuhun,1
bantu orang milik waktu lewat salam semua beres,1
update no kk disdukcapil atw camat,1
bantu proses cepat trimakasih,1
teima mudah urus layan hitung cepat nyaman tahan performa,1
apk akses,0
salam knp apknya gk akses yaa dr kemarin,0
mantap mudah layan publik,1
bantu sekali buat kia cepet,1
poko gk perlu ribet bikin akta lahir kartu keluarga yg lain tinggal sat set sat set beress pungut biaya puas pake salam yg mudah ngapain cari yg sulit,1
bagus layan respon cepat salam kota bandung,1
bantu biasa urus langsung perangkat desa lama kadang bayar tp berkat apk ngurus sendiri gratis cepet bangettttt,1
aju online jalan cepat smpai hari langsung proses maju terus ddukcapil kota bandung,1
pas registrasi tulis nik kepala keluarga pas jadi nik,1
masuk salam bantu,1
eror proses buat akte malah buka nyoba donlod ulang log in muter muter jam jam gimana,0
susah akses loading terlalu lama,0
praktis cepat,1
mudah cepat layan,1
log in nik password salah terus gilir klik lupa password terang email nik cocok,0
bantu buat akta anak,1
mudah kan terbit skpwni,1
hapus data yg bdg pak soal sdh pindah garut tp data ngambang bdg,1
mudah cepat bantu,1
alhmdllah is the best luar biasa puas salam sehat,1
alhamdullilah aju akta mati ibu online kirim moga berkas tolak,1
proses cepat cuma hari selesai,1
baik mudah tampa biaya apa gratis bikin apa,1
proses cepat mudah syarat yg minta ribet,1
teu kudu cape,1
cepat jadi alhamdulillah,1
parah aplikasi bolak balik close ulang dr awal upload file baik segera,0
bantu urus surat pindah keluar ribet pagi upload syarat syarat siang efisiensi waktu tenaga biaya mantap disdukcapil kota bandung,1
bantu sekali urus online satu saran tambah fitur save history isi data tiap form online data lapor data pending akses kemudian hari misal upload berkas,1
susah susah gampang,0
bantu layan cepat ramah,1
naha teu buka,0
bantu proses cepet ribet biaya,1
instal buka,0
good job mudah bikin akta kk,1
bantu salam kota bandung,1
layan bantu mudah lama salam tingkat layan,1
bantu kereeeeeen,1
bagus bnget,1
bantu proses lumayan cepat hari selesai,1
bantu anda kota semua sama guna saling integrasi indonesia maju,1
bantu proses cepat goodjoob,1
lumayan mudah era digital,1
mudah erti,1
bantu salam anak ku bikin kia cepet proses haturnuhun salam geulis mim,1
bantu sekali proses cepat efektif efisien urus skpwni lancar hari bantu ada luar kota bandung urus pindah aplikasi hrs trs upgrade krn bolak balik isi awal akhir keluar aplikasi save otomatis lanjut,1
mudah administrasi duduk,1
guna bantu,1
mudah paham trima salam moga jaya selalu,1
bantu buat kmi sibuk kerja,1
mudah semua efisiensi waktu cepat layan bantu sekali ada salam disdukcapil,1
edan ngahereikeun lila pis coy teng taun karek aya notif jiga kieu pagadagan teh,0
login padahal coba ganti hp ganti hp terus terus pake hp siapa aplikasi jelek,0
bantu proses kerja cepat,1
aneh nggk login harap guna perangkat asli,0
salam mudah buat dokumen digital,1
atas bantu layan cepat moga allah swt balas baik bapak ibu rezeky yg limpah aamiin yra,1
mudah semua mantull,1
mudah proses buat dokumen,1
stap jajar pindah selesai cepat,1
bantu sekali pokok mantap,1
anehh tiba tiba nik daftar gabisa login,0
koq gk bs kbuka,0
keren masa no nik udh bnr malah salah terus dulu login pas skrng jd gx nik salah kocak konoha,0
bantu urus dokumen disdukcapil antri kantor disdukcapil,1
bantu pisann uuuyyy,1
baik sekali proses cepat,1
hp hilang lama lupa password email dulu login gagal terus daftar baru login akun lama emal dr hp yg hilang terus gimana,0
bantu bagus sekali aplikasi,1
layan online efektif cepat,1
fitur ubah profil fungsi sama sekali ubah profil ubah data diri fakta ubah apa perlu ganti nomor telepon tambah foto profil isi minta ubah passwordnya baru maksud apa tiap ganti profil semua baru cara khusus ubah data profil ganti foto rubah nomor telepon,0
inovasi yg bagus perlu antri an ei loket,1
layan lalu mudah cepat dam muas,1
skrg loading lama baik,1
masuk tolak padahal no nik psswd dah benar ttp masuk,0
aplikasi bantu buat yg baru punya anak tw kalian ajuinnya langsung menu akta lahir upload semua persyaratanya kalian bakal dokument akta lahir kk sama kia proses minggu alam pribadi mah moga bantu,1
mantap integrasi,1
bantu yg erti bener trbaik,1
alhamdulillah ada salam masalah kependuduka apa cepat selesai tingkat layan sehat selalu semangattt,1
bantu efisien,1
mudah respon cepat,1
tetep ribet,0
ada salam bantu layan urus data duduk,1
mudah simple perlu repot mondar mandir trm salam kota bandung,1
bantu buat yg tinggal luar kota hatur nuhun,1
layan cukup baik proses lumayan cepat,1
bagus ribet cuman proses cepat biar urus lai,1
guna urus ubah data kk praktis cepat,1
yg beri mudah apabila buat surat surat penting,1
kira baik data cukup kk ktp akta surat nyata tanggung jawab usah isi pormulir segala kan awal baik formulir kemudian anggita keluarga kan poto kk,0
the best,1
gimana login gara gara apl pernah pake sama orang jangan imei pake orang punya hp lanjut login,0
layan online mudah cepat,1
upload gambar via galeri pakai google drive,1
layan proses cpt,1
proses selesai terima email jdi cetak dokumen,0
hasil pindah pergi camat malah suruh isi form sama buat apa,0
bikin mudah suli bikin akta buat anak mesti data saksi buat apa lol,0
bagus apk,1
muas cepat pelayananya,1
proses cepet good job buat kalian sukses selalu,1
perdana coba bikin akta lahir anak alhamdulillah proses cepat kurleb minggu udh beres dah masuk kia jg repot kantor langsung,1
cukup bantu salam,1
si cepat kilat,1
proses lumayan cepet ribet,1
bagusss guna bangett,1
alhamdulillah bikin akte lahir tida sulit bapa ibu pngurus,1
gimana cara benerin email yg salah ko susah salah psword gabisa opsi no tlp,0
proses cepat hasil sesuai yg butuh hasil cepat,1
bantu urus surat surat,1
bdg baik,1
buka stuck survey doang,0
puas layan yg cepat,1
jelek aplikasi jangan sulit masyarakat bikin emosi inovasi bagus maintenance aplikasi biar gampang out capek capek ngisi mana susah masuk,0
salam mudah simpel,1
baik bantu warga masyarakat yg butuh layan duduk,1
bagus layan,1
kasi layan bantu,1
layan baik cepat,1
layan online bagus cepat saran pemberitahuan chat lewat huruf chatnya pakai huruf kapital semua pemberitahuan informasi kurang syarat guna huruf kapital semua kes enak lihat baca baik cara chat sampai,1
jalan baik halaman survey tombol gabisa klik stuck halaman survey gabisa masuk,0
baik dech,1
banyak geng motor bandung si maneh ridwan kamil benar urus kota bandung jalan rusak main judi slot sama foya foya banyak bangun benar bandung sampah kotor tebar bandung harus ganti nama tpa bandung,0
baik cepat,1
mudah ribeettt,1
proses syarat mudah layan cepat usah cape antri disduk mantaaap tahan,1
apa memang salah masukin nik langsung ter daftar pas masuk minta riset akun siapa nomer kontak adim cahay tugas aneh apaaa hapus ajaa,0
daftar pas login kata nik daftar justru akuteh login naha hararese,0
bagus sekali semangat terus inovasi disdukcapil kota bandung,1
harus dulu dulu ni in mudah proses urus dokumen biasa ribet sana sini kesana kesini bawa biaya sekarang udh engga banyak pak bu masyarakat rasa manfaat inovasi salam,1
ada aju mudah,1
alhamdulillah bantu ada apk salam jd disduk nunggu mepeling camat cuma mesin adm kota madya blm banyak daerah camat ujungberung untung kabupaten lurah jd sy cetak ikut mesin adm lurah girimekar,1
orang gabisa login pake no tlpn ilang email gabisa minimal kan login pake nik nik ktp kan org login buat reset password,0
batu buat kerja yg mungkin sibuk kerja,1
data yg aju baik payah edit bikin aju mesti nunggu data hilang dulu parah baik,0
alhamdulillah mudah administrasi tinggal meng upload tunggu proses lama,1
lumayan satset cuma bingung ng print file akta lahir pindah pdf cari dulu cara,1
yg terlalu paksa dasar goblog it kirim email ngga masuk,0
buka versi pas update baru terang perangkat guna asli padahal hp xiaomi redmi note asli guna virtual machine baik segera apa guna verifikasi perangkat jelek,0
puas dgn layan mudah,1
proses ny mudah cepat semifa salam sukses terus,1
keren layan makin aik,1
layan ktp akses,0
up date salam ko buka aplikasi aplikasi yg mudah akurat aplikasi buka gampang tp susah yg,0
best proses cepet mudah simple banyak neko mantap bikin kia anak cuma hari kerja haturnuhun,1
layan cepat good job,1
parah selalu error pas masuk menu pindah duduk,0
proses cepat penginputan data aju banyak salah krusial chatnya sama sekali respon,0
jdi praktis mantaap,1
memang update syarat jelas tambah syarat dapat syarat teraebut aeperti formulir bbl,1
bantu masalah,1
layan bagus buat akta lahir anak asal data yg perlu cepat proses selesai cepat,1
bantu proses buat akta lahir kurleb minggu,1
bikin skts mudah,1
mudah semua perlu ribet disduk isi isi pake scan langsung,1
cepat easy user,1
aplikasi bantu milik batas waktu pergi keluar rumah semua selesai lewat hp,1
bantu sekali mendownload formulir cepat layan pempersingkat birokrasi,1
mudah cepat proses mantap,1
bantu sy ngurus surat pindah keluar hari beres luar kota usah jauh datang bandung,1
mudah akses layan cepat,1
bantu sekali dgn,1
slmt sore pa guna salam,1
mudah sekali salam kota bandung moga baik depan,1
alhamdulillah bantu salam disdukcapil,1
bantu sekali buat dokumen kait kartu keluarga lain mudah guna,1
maaf tanya kan daftar verifikasi login ko loading terus ngga masuk solusi soal urus surat pindah tempat tinggal,1
layan ktp hampir tengah tahun tanda seru terus buka buat aju mohon buka,0
meni hese rek login oge benerken kan online kudu praktis tong ribet,0
alhamdulillah ada salam bantu episien mudah,1
update tidk buka jadwal ambil apliksi salam yaa,1
bantu sekali disduk capil,1
masuk silah guna perangkat asli guna maksud gimana,0
bantu mudah guna moga makin layan baik sukses selalu,1
sngatt muas,1
bantu khusus yg sibuk kerja sedikit waktu luang benar benar beri mudah yg luar biasa salam moga manfa atnya rasa seluruh rakyat indonesia,1
efisien layan cepat,1
mantap ribet proses moga cepat,1
mnataapp bagus,1
burik gin apk ny hp pernah root tp login krn perangkat asli maksud apa klu siap utk digitalisasi usah maksain hasil produk burik akibat rawan data,0
pas daftar terang nik pernah daftar padahal baru tahu solusi,0
cepat mudah paham,1
simple praktis,1
gercep mantaaaapppp,1
aplikasi bagus layan by wa tutorial yg beri mudah erti perlu kesana kemari tinggal klik lalu hp terimaksih gbu,1
aplikasi bantu mudah praktis,1
mudah urus data duduk online trimakasih disdukcapil bandung kerja yg baik sukses selalu,1
ka aju buat kia email barcodenya langkah lanjut gimana apa langsung datang disdukcapil bantu,1
engga buka malah nomer nik sma password salah coba lupa kata sandi tpi tetep akse,0
mudah aju ribet sita waktu pokok the best apk salam succes terus moga depan baik,1
wooww simple,1
malah masuk padahal nik ama email sama,0
alhamdulillah mudah kan bikin kia anak,1
bagus bnget bantu terus,1
update buka kata perangkat asli pdhal android reakme,0
urus kk lama hilang hari langsung prin,1
bantu instal daftar log in tolak pesan no ktp daftar perangkat padahal nomer ktpnya yg tampil salah mhn bantu,0
trima bantu butuh legalitas pindah org tua,1
bantu proses adminitrasi duduk dgn cepat,1
apa ngajuin ktp ko layan ganggu terus gabisa lewat,0
efisien tingkat,1
update malah gabisa masuk salam pas login kata perangkat asli pakai hp android one android pernah root mbanking jalan normal aplikasi mesti baik,0
mudah ribet,1
login login pemberitahuan sila guna perangkat asli guna padahal belum,0
bantu cepat,1
kak aju surat mohon pindah keluar upload dokumen selalu beranda data yg sdh isi simpan ketik ulang coba selalu gagal bantu kak sy sdh ada kota tuju jd urus langsung kantor disdukcapil kota bandung,1
sulit perangkat cuma akun padahal perangkat cuman pake kk orang tua jdi pake kk sndiri,0
moga manfaat,1
bantu sekali manfaat warga kota bandung lama antri ribet bandung juara sama teknologi maju terus bandung,1
oke mantap bos,1
login baik,0
aplikasi sedang baik kira kira berapa lama sedang cek proses buat akta lahir nunggu hasil jagn lama masa baik,1
mudah baik sistem,1
bgus bgus dokumen mending via apk karna hp support buka via emal minta via tugas adu online sayang tugas ramah,0
layan cepat simpel ribet datang jauh jauh buat waktu bantu tinggal buka hp bantu buat bener sibuk praktis,1
bagus trs cepet bikin akte lahir dapaet bonus kk baru sama kia anak usah ngurusin kk baru buat masukin nama kk poko bagus,1
bantu top antri bulan balik disdukcapil,1
salam kota bandung mantap salam,1
layan baik proses cepat,1
bantu efektif efisien,1
bantu buat dokumen mesti keluar rumah proses ribet disduk kota bandung sukses selalu,1
moga proses kurang dr bulan,1
mantap bantu,1
gampang tp proses lama bngt,1
alam pindah kk kota bandung ikut suami proses cepat hari verivikasi kk baru cantum nama disdukcapil kota bandung atas layan cepat,1
awal dwonload pakai apk tahun dr ubah data kk akta lahir sampe kia mudah sekarang aju surat pindah keluar yah moga kota yg badu mudah kota bandung,1
bantu krn usah datang langsung urus kk mudah an depan cepat proses hasil lihat langsung,1
receh semua datang usah pakai inggkig we euy,0
beri mudah masyarakat,1
menu download cetak dokumen yg selesai proses,0
proses aju cepat bantu,1
layan baik cepat syarat mudah,1
bantu sekali aju mohon rumah,1
baru download buat bikin surat pindah ehh udh daftar malah engga login guna divice asli hp pake apa normal pernah root terus gmna udh hubung by wa engga respon samsek,0
bantu kamiketika sedangsibuk giat datang tatap muka,1
susah buat login alesan guna perangkat asli emg kira hp gw palsu niat mudah segala online malah ribet,0
luarrrr biasa mudah semua urus rebah,1
mudah operasi proses cepat respon layan baik,1
pernah daftar akun salam knp ko nik kata daftar,0
login otp kirim entah hadeuh,0
nungguin kode verifikasi ampuuuuunnnn ganti akun ammmppppuuuuunnnn apa susah,0
uda daftar pas login masukin nik sama paswoord jawab hp rek daftar error gmn,0
kurang sreg sama fitur device yg kunci daftar sama nik harus login logout biar ganti akun pake akun sendiri masuk daftarin akun buat nik kk ayah hp bikin akun pake nik kk sendiri gabisa harap fitur mati device maksimal nik nik soal susah gin tuh fitur solusi yg win to win solution mungkin naikin rating ganti ulas,0
lupa emil gimana cara biya buka bantu,1
meski aju via online tp layan cepat jg perlu ngantri krn apk salam,1
dftr pake hp knp login suruh pake peranglat asli dinotif divice false,0
sae pis sareng ngabantos pis hatur nuhun,1
ko lama sekali buka salam hadeuh,0
gmn online disdukcapil udh buat akun msh gk bs msk bkn mudah malah bikin pusing,0
masuk terus,0
mantap semua mudah keren banget,1
bantu buat kk buat salam,1
server oleng daftar login,0
apl maximalkan,1
kacau buka hp infinix bilang perangkat asli,0
alhamdulilah akses ny gampang jug maaf beri ulas negatif sekarng ubah,1
receh sekali kalah ma jual beli online login pas konfirmasi nomor email suka balik awal mulu ngisi nomor paksa sy ganti mail yg hp beda terus pas isi data formulir akta lahir buka data folder sama case pas balik malah awal perintah kalah jauh ma sosmed,0
daftar ket nik daftar,0
niat mengupdate didik kk coba daftar tetep gada notif apa log in sama gk reset password sama gada notif apa bingung ama sueeeeee,0
gabisa daftar atau login,0
awal buat akte lahir jalan baik cepat sekarang masuk padahal aju sedang proses,1
download applikasi hari perlu urus akta lahir anak donlot applikasi merespon klik login respon klik daftar respon klik lupa pasword ndak response maintenance kendala advise alternatif layan online segera,0
gabisa login error,1
bantu masyarakat butuh layan skala cepat tepat amanah,1
baik tercepar layan,1
mudah urus administrasi,1
asal lengkap syarat mudah ribet,1
alhamdulillah bantu,1
moga bantu,1
buat akte yg paling simple cepat embel calo wkkwk terims salam,1
informasi jelas data buka,0
bantu mudah disdukcapil bandung,1
hatur nuhun apk mantaapp,1
luar biasa bantu buat dokumen duduk bikin kia hari mantap,1
bantu sekali dg mudah paham efisien,1
urus duduk mudah cepat pokok sae pis sok urang bandung cobian moal keudah ngantri didisdukcapil nganggo apk salam mah,1
banyak update aplikasi sering sulit login,1
manfaat bantu trima moga makin tingkat layan baik,1
masuk kode email,1
simple cepet efisien tele so fast pokok thank you,1
login karna ganti hp solusi gimana,0
bantu sekali buat orang kerja pabrik perlu repot repot izin urus surat,1
buat kia puas sekali bantu sekali yg orang tua punya waktu batas pake bantu trimakasih disdukcapil,1
layan cepat mantap,1
alhamdulilah aplikasi baik,1
bantu manfaat guna tingkat terus salam disdukcapilbdg,1
bagus cepattt,1
fungsi sedia kala,0
mudah bikin surat surat pokok best,1
mudah mudah disduk kota bandung depan smakin innovative krn sistem online langsung calo kutik krn warga bandung skrg uda pinter,1
daftar terang nik kepala kel daftar coba log in tp tau email mana yg dipake dulu udh coba beberapa email ttp salah gmn log in email tau daftar yg mana,1
buat orang indramayu bikin akte lahir soal kan si pandan ayu hak cipta bandung pandan ayu akses,1
apa yg maksud guna perangkat asli da daftar pake hp yg sama ko,0
mantap salam,1
keren layan,1
yg bantu proses cepat,1
aplnya buka hp infinix,0
praktis kerja lumayan cepet hari beres asal dokumen yg upload lengkap perlu ribet kesana kesini,1
hebring bantu buat identitas duduk,1
mantap serba cepat bagus apabila layan chat support mudah konsultasi,1
bantu sekali apl mudah guna,1
ko login yah padahal reset password pemberitahuan ganti password baru masuk email tpi tetep masuk,1
butuh waktu lama bikin kia,1
rata kait tambah anggota keluarga kk pilih opsi mana,1
baru daftar tpi pas log in dblbg pkaiprangkat asli padhl sllu pke hp,0
juara kembang dokumentasi masyarakat mudah,1
baru masuk ngetik nik format nik salah padahal udh bener nik,0
sistem baik data proses upload dokumen nge load silah tunggu,1
luar biasa segala mudah,1
proses ubah data kartu keluarga lihat aju sejak tgl maret sekarang tqnggal maret tangan bilang selesai digitalisasi kaya gin harus data yg telqh lampir cepat proses,0
klo buat kk baru bagaimana rusak hilang,1
praktis bikin kia hari tinggal print disdukcapil barkodenya kirim email sana tinggal scan qr mesin neng pake apl,1
bagus mudah akses,1
intruksi mudah erti layan cepat,1
layan mudah gratis,1
memang bantu syang akte mati aju sedang proses notifnya tp knp email yg masuk ko nama salah kurang gimana donk solusi padahal syarat lengkap nama betul,1
aju akta lahir hasil arti langkah bantu,1
bantu proses cepat sekali bagus,1
bantu sekali ada hemat waktu krn aju via on line,1
so ez,1
alhamdulillah mudah proses cepat,1
lupa password sama lupa email gimana cara pak bu bikin akte sempet print,1
mudah transparan,1
bantu mudah warga kota bandung buat bagai kait identitas keluarga administrasi duduk banyak bapak walikota seluruh jajar atas cipta mudah,1
mantap repot perlu ngantri perlu korban waktu tinggal tunggu beres,1
mantap layan duduk,1
ada salam alhamdulillah semua mudah ribet cepat,1
malah gabisa log in perangkat asli maksud apa iniya,0
baru daftar login terang silah guna perangkat asli guna baik aplikasi mungkin support versi android baru payah,0
ka nanya masa aktif surat pindah bandung garut brapa hari,1
log in lupa password rim lewat email masuk email log in sma sekali,0
mkasih salam disdukcapil kota bandung alamat jln ambon bantu sx proses cepat cuma satu genggam,1
suka mudah,1
mudah bikin surat pindah kantor lewat online tadi nyuruh orang buat bikin surat pindah eh bayar mahal nyata aju surat pindah lalu online sekali,1
maap fdf blm masuk email,1
bagus bantu mudah buat perlu surat surat,1
muudah cepat,1
pa tanya aju nomor antri online lewat apa,1
baik siih benar genggam ribet sama sekali proses cepat nyesel poko pake ini yu download jugaaa wargi bandung,1
mekanisme mudah bantu sekali goodjob,1
bantu luar kota,1
bagus lancar mudah aju apa,1
mantap buat warga kota bandung,1
banyak ada bantu smua jd lbh mudah proses cepat mudah sekali guna,1
good mudah perlu antri,1
bagus mudah urus duduk,1
urus surat soal duduk gampang usah dateng disduk,1
mudah guna manfaat sekali yg sulit urus kantor langsung sibuk tempat kerja moga tetap baik makin mudah yg urus data duduk,1
registasi pas masukin kode perivikasi sengaja keluar salam gliran masuk ngulang hasil tolak no nik pakai padahal kode perivikasinya masukin ahirnya masuk hrus bgai mn,0
ny bantu sekali,1
apk bagus,1
hp sayang yg belum ilang login lgi hp baru bantu usah ribet gin login,0
apk salam apa minta upgrade malah login kata perangkat asli suruh pake asli hp login kagak,0
gercep pis birokrasi offline beuh makan waktu pis,1
sukses buat akta lahir anak berkat tunggu hasil kurleb minggu an sdh salam,1
mantaf guna,1
login anggap perangkat daftar harap validasi login rubah karna jamin pasti perangkat data master lengkap hp baru bis login karna anggap virtual device wajib pake hp keluar bawah login update terus data device ganti validasi,0
online semua mudah,1
coba kali kali susah masuk suruh sila masuk guna perangkat asli gimana,0
batu sekali,1
pa bantu masuk aplikasi tp kata daftar tidka log in nik email sesuai padahal nik cuma emai cuma tinjau,0
bantu yg kerja kantor jd perlu ijin cuti disduk lsg guna urus akta mati ortu cepat proses,1
proses cepat mudah disdukcapil kota bandung bandung juaaaaraaaa,1
apa guna warga kabupaten bandung,1
ngajukan pindah duduk keluar provinsi jabar knpa gk bsa cmn bsa pindah provinsi beda kota tpi dri provinsi bsa keluar dri provinsi,0
menbantu trims disdukcapilkotabandung,1
fungsi baik aju cepat,1
teu jalan teu dipake na,0
lama bagus mudah buat dokumen tingkat trus disdukcapil,1
login perangkat lama sulit reset password perangkat baru,0
bantu cepat bagus,1
bintang apa dftr slh slh ae andalkn org awam kayak gin,0
bagus membanu,1
alhamdulillah trmksh bnyak akhrny beres nunggu lma mondar mandir cri pinjmn bwt ngprint formulir efek kena tipu rw bong jati sy udh byr rb bwt biaya bikin surat pindah tpi berkas yg dtng ny cuma stngah gk nympe disdukcapil trtipu sudh lha kali jgn trlalu prcya sma orng jdikn pljrn aj lbh baik usaha sndri dripd mnta pak rw yg gk jujur kcewa bngt sma pak rw duit ny berkas ny ora dikelarin ampun,1
aju lalu mudah proses malah balik respon lambat tunggu hari dapat balas chat,0
bantu sekali siip,1
maaf knpa stelah aju tambah anggota keluarga kk baru logout knpa login responnya,0
update kartu keluarga tambah anggota keluarga lewat,1
skrg log in jd mudah ingat guna perangkat asli maksud gmn,1
bantu sekali usah jauh kesana kesini cukup rmh,1
pake hp infinix xiaomi pake hp apa buat log in bingung,0
ngajuin kk cepat tambahin mantap hari gais,1
user friendly,1
cepat sekali,1
buka padahal daftar,0
mudah praktis pake antri pake lama,1
bikin kk kab bandung,1
akses ngga bbrp kk harus mudah tak hp terus ribet kaya alpukat betawi klik nama lngsng otomatis data engga usah ngisi formulir terus cmn foto syarat fotocopy asli bbrp menit lngsng terus kirim lwt wa email yu atuh mudah segala offline yaallah tugas minta duit mulu apalgi bojongloa kaler satpol pp mnta lngsng beres layan sama oprator udh blm kk blm jd,0
mudah masyarakat,1
pernah nyobain kia its work,1
mudah hatur nuhun,1
hari selasa sore baru download applikasinya coba laku online dapat kia alhamdulillah upload berkas aju hari rabu sore selesai bahkan langsung no antri kirim whatsapp benar semua selesai cepat bahkan ambil kartu jl ambon ambil sesuai ingin tadi ambil festival citylink perlu lama kartu cetak mesin adc,1
tambahakan menu dokumen yg hasil buat download print makasih,1
salam bagus layan sesuai jadwal,1
login padahal pas daftar hasil maaf bintang,0
maaf bintang dulu punya akun masuk kata pakai perangkap asli padahal awal masuk pake hp hambat apa,0
alhamdulilah dah aktif bantu aplikasi trinakasih banyak,1
bantu buat kerja sibuk urus baby,1
batu sekali puas layan yg cepat proses sukses selalu,1
mudah buat surat,1
bagus aplikasi bantu,1
cetak kk efektif dulu beri pdf cetak sendiri,1
aplikasi bantu sekali,1
keren bantu,1
maaf bintang dulu login error suruh guna perangkat hp yg asli padahal login selalu pakai hp yg sama daftar akun solusi,0
bantu usah ribet sana kemari cukup download salam hatur nuhun moga tambah bagus aplikasi,1
verif email gk masuk,0
aju cetak ulang ktp yg rusak gabisa buka masalah terus lewat rt rw sama buang uang,0
mudah operasional yg penting bulak balik kena pungli,1
bantu sekali aplikasi maju terus kota bandung,1
baik bantu,1
antri rebah ide brilian,1
bagus mudah erti moga aju online cepat,1
bagus ribet kesana kesini,1
luar biasa cepat bagus semua sistem mudah email balas cepat proses,1
manfaat mudah urus,1
daftar susah login ny gimana yaa,0
tanya klw pya kapan selesai aju dr hari senin,1
bgus tingkat kn,1
bantu proses cepat trmksh,1
smgt bantu trima kash,1
bagus cepat tanggap lanjut,1
muas cepat ramah sopan sukses selalu salam disdukcapil bandung,1
cepat efisian,1
buat baru malah guna perangkat asli aneh,0
bantu sekali mudah semua,1
alhamdulillah salam terbit bantu urus administrasi duduk,1
mantap cepat akurat so fast,1
masukin dokumen logout terus,0
maaf cetak kk mandiri email tp lampir masuk email knpa,1
mudah urus duduk,1
pindah domisili lewat salam malah login padahal password udh benar nomor kk udh benar tetap login urus layan dukcapil bandung malah sulit bahkan udh kirim berkas kedukcapil bandung respon sama sekali,0
ada menu batal aju mandiri salah pilih menu aju aju yg batal jadi halang daftar menu yg tunggu batal beberapa hari,1
mantap terus maju kota,1
waktu daftar nik daftar login reset pasword nik email cocok lier,0
bantu soal dr tadi log in,0
buka ingat physical device false infinix,1
bagusss efektif lama haruss mwngantri berrjam,1
nik sama email cocok padahal daftar,0
baik ktp el yah ktp rusak,1
salam tahan rada alas bantu masyarakat indonesia khusus bandung sukses sll disduk capil,1
yg bagus proses cpt hari udh beres trimakasih salam,1
